Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
CLX,Clorox Company (The),CLX,The Clorox Company,Active,Consumer Defensive,,,Household & Personal Products,Stock,Consumer Defensive,Household & Personal Products,Consumer Defensive,Household & Personal Products
DRI,"Darden Restaurants, Inc.",DRI,"Darden Restaurants, Inc.",Active,Consumer Cyclical,,,Restaurants,Stock,Consumer Cyclical,Restaurants,Consumer Cyclical,Restaurants
FOXA,Fox Corporation,FOXA,Fox Corporation,Active,Communication Services,,,Entertainment,Stock,Communication Services,Entertainment,Communication Services,Entertainment
FOX,Fox Corporation,FOX,Fox Corporation,Active,Communication Services,,,Entertainment,Stock,Communication Services,Entertainment,Communication Services,Entertainment
MRNA,"Moderna, Inc.",MRNA,"Moderna, Inc.",Active,Healthcare,,,Biotechnology,Stock,Healthcare,Biotechnology,Healthcare,Biotechnology
KEY,KeyCorp,KEY,KeyCorp,Active,Financial Services,,,Banks - Regional,Stock,Financial Services,Banks - Regional,Financial Services,Banks - Regional
ARE,Alexandria Real Estate Equities,ARE,"Alexandria Real Estate Equities, Inc.",Active,Real Estate,,,REIT - Office,Stock,Real Estate,REIT - Office,Real Estate,REIT - Office
PFG,Principal Financial Group Inc,PFG,"Principal Financial Group, Inc.",Active,Financial Services,,,Asset Management,Stock,Financial Services,Asset Management,Financial Services,Asset Management
BF-B,Brown Forman Inc,BF-B,Brown-Forman Corporation,Active,Consumer Defensive,,,Beverages - Wineries & Distilleries,Stock,Consumer Defensive,Beverages - Wineries & Distilleries,Consumer Defensive,Beverages - Wineries & Distilleries
LH,Labcorp Holdings Inc.,LH,Labcorp Holdings Inc.,Active,Healthcare,,,Diagnostics & Research,Stock,Healthcare,Diagnostics & Research,Healthcare,Diagnostics & Research
ESS,"Essex Property Trust, Inc.",ESS,"Essex Property Trust, Inc.",Active,Real Estate,,,REIT - Residential,Stock,Real Estate,REIT - Residential,Real Estate,REIT - Residential
JBHT,"J.B. Hunt Transport Services, I",JBHT,"J.B. Hunt Transport Services, Inc.",Active,Industrials,,,Integrated Freight & Logistics,Stock,Industrials,Integrated Freight & Logistics,Industrials,Integrated Freight & Logistics
BBY,"Best Buy Co., Inc.",BBY,"Best Buy Co., Inc.",Active,Consumer Cyclical,,,Specialty Retail,Stock,Consumer Cyclical,Specialty Retail,Consumer Cyclical,Specialty Retail
NRG,"NRG Energy, Inc.",NRG,"NRG Energy, Inc.",Active,Utilities,,,Utilities - Independent Power Producers,Stock,Utilities,Utilities - Independent Power Producers,Utilities,Utilities - Independent Power Producers
CNP,"CenterPoint Energy, Inc (Holdin",CNP,"CenterPoint Energy, Inc.",Active,Utilities,,,Utilities - Regulated Electric,Stock,Utilities,Utilities - Regulated Electric,Utilities,Utilities - Regulated Electric
LUV,Southwest Airlines Company,LUV,Southwest Airlines Co.,Active,Industrials,,,Airlines,Stock,Industrials,Airlines,Industrials,Airlines
HOLX,"Hologic, Inc.",HOLX,"Hologic, Inc.",Active,Healthcare,,,Medical Instruments & Supplies,Stock,Healthcare,Medical Instruments & Supplies,Healthcare,Medical Instruments & Supplies
MOH,Molina Healthcare Inc,MOH,"Molina Healthcare, Inc.",Active,Healthcare,,,Healthcare Plans,Stock,Healthcare,Healthcare Plans,Healthcare,Healthcare Plans
SNA,Snap-On Incorporated,SNA,Snap-on Incorporated,Active,Industrials,,,Tools & Accessories,Stock,Industrials,Tools & Accessories,Industrials,Tools & Accessories
MAA,Mid-America Apartment Communiti,MAA,"Mid-America Apartment Communities, Inc.",Active,Real Estate,,,REIT - Residential,Stock,Real Estate,REIT - Residential,Real Estate,REIT - Residential
BAX,Baxter International Inc.,BAX,Baxter International Inc.,Active,Healthcare,,,Medical Instruments & Supplies,Stock,Healthcare,Medical Instruments & Supplies,Healthcare,Medical Instruments & Supplies
J,Jacobs Solutions Inc.,J,Jacobs Solutions Inc.,Active,Industrials,,,Engineering & Construction,Stock,Industrials,Engineering & Construction,Industrials,Engineering & Construction
ULTA,"Ulta Beauty, Inc.",ULTA,"Ulta Beauty, Inc.",Active,Consumer Cyclical,,,Specialty Retail,Stock,Consumer Cyclical,Specialty Retail,Consumer Cyclical,Specialty Retail
FDS,FactSet Research Systems Inc.,FDS,FactSet Research Systems Inc.,Active,Financial Services,,,Financial Data & Stock Exchanges,Stock,Financial Services,Financial Data & Stock Exchanges,Financial Services,Financial Data & Stock Exchanges
CTRA,Coterra Energy Inc.,CTRA,Coterra Energy Inc.,Active,Energy,,,Oil & Gas E&P,Stock,Energy,Oil & Gas E&P,Energy,Oil & Gas E&P
BALL,Ball Corporation,BALL,Ball Corporation,Active,Consumer Cyclical,,,Packaging & Containers,Stock,Consumer Cyclical,Packaging & Containers,Consumer Cyclical,Packaging & Containers
GEN,Gen Digital Inc.,GEN,Gen Digital Inc.,Active,Technology,,,Software - Infrastructure,Stock,Technology,Software - Infrastructure,Technology,Software - Infrastructure
VRSN,"VeriSign, Inc.",VRSN,"VeriSign, Inc.",Active,Technology,,,Software - Infrastructure,Stock,Technology,Software - Infrastructure,Technology,Software - Infrastructure
L,Loews Corporation,L,Loews Corporation,Active,Financial Services,,,Insurance - Property & Casualty,Stock,Financial Services,Insurance - Property & Casualty,Financial Services,Insurance - Property & Casualty
IEX,IDEX Corporation,IEX,IDEX Corporation,Active,Industrials,,,Specialty Industrial Machinery,Stock,Industrials,Specialty Industrial Machinery,Industrials,Specialty Industrial Machinery
TER,"Teradyne, Inc.",TER,"Teradyne, Inc.",Active,Technology,,,Semiconductor Equipment & Materials,Stock,Technology,Semiconductor Equipment & Materials,Technology,Semiconductor Equipment & Materials
TRMB,Trimble Inc.,TRMB,Trimble Inc.,Active,Technology,,,Scientific & Technical Instruments,Stock,Technology,Scientific & Technical Instruments,Technology,Scientific & Technical Instruments
DGX,Quest Diagnostics Incorporated,DGX,Quest Diagnostics Incorporated,Active,Healthcare,,,Diagnostics & Research,Stock,Healthcare,Diagnostics & Research,Healthcare,Diagnostics & Research
MAS,Masco Corporation,MAS,Masco Corporation,Active,Industrials,,,Building Products & Equipment,Stock,Industrials,Building Products & Equipment,Industrials,Building Products & Equipment
GPC,Genuine Parts Company,GPC,Genuine Parts Company,Active,Consumer Cyclical,,,Auto Parts,Stock,Consumer Cyclical,Auto Parts,Consumer Cyclical,Auto Parts
DG,Dollar General Corporation,DG,Dollar General Corporation,Active,Consumer Defensive,,,Discount Stores,Stock,Consumer Defensive,Discount Stores,Consumer Defensive,Discount Stores
PNR,Pentair plc.,PNR,Pentair plc,Active,Industrials,,,Specialty Industrial Machinery,Stock,Industrials,Specialty Industrial Machinery,Industrials,Specialty Industrial Machinery
NWS,News Corporation,NWS,News Corporation,Active,Communication Services,,,Entertainment,Stock,Communication Services,Entertainment,Communication Services,Entertainment
EXPD,Expeditors International of Was,EXPD,"Expeditors International of Washington, Inc.",Active,Industrials,,,Integrated Freight & Logistics,Stock,Industrials,Integrated Freight & Logistics,Industrials,Integrated Freight & Logistics
NWSA,News Corporation,NWSA,News Corporation,Active,Communication Services,,,Entertainment,Stock,Communication Services,Entertainment,Communication Services,Entertainment
HRL,Hormel Foods Corporation,HRL,Hormel Foods Corporation,Active,Consumer Defensive,,,Packaged Foods,Stock,Consumer Defensive,Packaged Foods,Consumer Defensive,Packaged Foods
ALGN,"Align Technology, Inc.",ALGN,"Align Technology, Inc.",Active,Healthcare,,,Medical Instruments & Supplies,Stock,Healthcare,Medical Instruments & Supplies,Healthcare,Medical Instruments & Supplies
PODD,Insulet Corporation,PODD,Insulet Corporation,Active,Healthcare,,,Medical Devices,Stock,Healthcare,Medical Devices,Healthcare,Medical Devices
NI,NiSource Inc,NI,NiSource Inc.,Active,Utilities,,,Utilities - Regulated Gas,Stock,Utilities,Utilities - Regulated Gas,Utilities,Utilities - Regulated Gas
AVY,Avery Dennison Corporation,AVY,Avery Dennison Corporation,Active,Consumer Cyclical,,,Packaging & Containers,Stock,Consumer Cyclical,Packaging & Containers,Consumer Cyclical,Packaging & Containers
KIM,Kimco Realty Corporation (HC),KIM,Kimco Realty Corporation,Active,Real Estate,,,REIT - Retail,Stock,Real Estate,REIT - Retail,Real Estate,REIT - Retail
TXT,Textron Inc.,TXT,Textron Inc.,Active,Industrials,,,Aerospace & Defense,Stock,Industrials,Aerospace & Defense,Industrials,Aerospace & Defense
UDR,"UDR, Inc.",UDR,"UDR, Inc.",Active,Real Estate,,,REIT - Residential,Stock,Real Estate,REIT - Residential,Real Estate,REIT - Residential
MRO,Marathon Oil Corporation,MRO,Marathon Oil Corporation,Active,Energy,,,Oil & Gas E&P,Stock,Energy,Oil & Gas E&P,Energy,Oil & Gas E&P
AKAM,"Akamai Technologies, Inc.",AKAM,"Akamai Technologies, Inc.",Active,Technology,,,Software - Infrastructure,Stock,Technology,Software - Infrastructure,Technology,Software - Infrastructure
EG,"Everest Group, Ltd.",EG,"Everest Group, Ltd.",Active,Financial Services,,,Insurance - Reinsurance,Stock,Financial Services,Insurance - Reinsurance,Financial Services,Insurance - Reinsurance
DOC,"Healthpeak Properties, Inc.",DOC,"Healthpeak Properties, Inc.",Active,Real Estate,,,REIT - Healthcare Facilities,Stock,Real Estate,REIT - Healthcare Facilities,Real Estate,REIT - Healthcare Facilities
INCY,Incyte Corporation,INCY,Incyte Corporation,Active,Healthcare,,,Biotechnology,Stock,Healthcare,Biotechnology,Healthcare,Biotechnology
JBL,Jabil Inc.,JBL,Jabil Inc.,Active,Technology,,,Electronic Components,Stock,Technology,Electronic Components,Technology,Electronic Components
RVTY,"Revvity, Inc.",RVTY,"Revvity, Inc.",Active,Healthcare,,,Diagnostics & Research,Stock,Healthcare,Diagnostics & Research,Healthcare,Diagnostics & Research
DPZ,Domino's Pizza Inc,DPZ,"Domino's Pizza, Inc.",Active,Consumer Cyclical,,,Restaurants,Stock,Consumer Cyclical,Restaurants,Consumer Cyclical,Restaurants
NDSN,Nordson Corporation,NDSN,Nordson Corporation,Active,Industrials,,,Specialty Industrial Machinery,Stock,Industrials,Specialty Industrial Machinery,Industrials,Specialty Industrial Machinery
AMCR,Amcor plc,AMCR,Amcor plc,Active,Consumer Cyclical,,,Packaging & Containers,Stock,Consumer Cyclical,Packaging & Containers,Consumer Cyclical,Packaging & Containers
LNT,Alliant Energy Corporation,LNT,Alliant Energy Corporation,Active,Utilities,,,Utilities - Regulated Electric,Stock,Utilities,Utilities - Regulated Electric,Utilities,Utilities - Regulated Electric
CF,"CF Industries Holdings, Inc.",CF,"CF Industries Holdings, Inc.",Active,Basic Materials,,,Agricultural Inputs,Stock,Basic Materials,Agricultural Inputs,Basic Materials,Agricultural Inputs
SWKS,"Skyworks Solutions, Inc.",SWKS,"Skyworks Solutions, Inc.",Active,Technology,,,Semiconductors,Stock,Technology,Semiconductors,Technology,Semiconductors
BXP,"BXP, Inc.",BXP,"BXP, Inc.",Active,Real Estate,,,REIT - Office,Stock,Real Estate,REIT - Office,Real Estate,REIT - Office
SWK,"Stanley Black & Decker, Inc.",SWK,"Stanley Black & Decker, Inc.",Active,Industrials,,,Tools & Accessories,Stock,Industrials,Tools & Accessories,Industrials,Tools & Accessories
POOL,Pool Corporation,POOL,Pool Corporation,Active,Industrials,,,Industrial Distribution,Stock,Industrials,Industrial Distribution,Industrials,Industrial Distribution
EVRG,"Evergy, Inc.",EVRG,"Evergy, Inc.",Active,Utilities,,,Utilities - Regulated Electric,Stock,Utilities,Utilities - Regulated Electric,Utilities,Utilities - Regulated Electric
FFIV,"F5, Inc.",FFIV,"F5, Inc.",Active,Technology,,,Software - Infrastructure,Stock,Technology,Software - Infrastructure,Technology,Software - Infrastructure
VTRS,Viatris Inc.,VTRS,Viatris Inc.,Active,Healthcare,,,Drug Manufacturers - Specialty & Generic,Stock,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,Drug Manufacturers - Specialty & Generic
CAG,"ConAgra Brands, Inc.",CAG,"Conagra Brands, Inc.",Active,Consumer Defensive,,,Packaged Foods,Stock,Consumer Defensive,Packaged Foods,Consumer Defensive,Packaged Foods
CPB,Campbell Soup Company,CPB,Campbell Soup Company,Active,Consumer Defensive,,,Packaged Foods,Stock,Consumer Defensive,Packaged Foods,Consumer Defensive,Packaged Foods
UHS,"Universal Health Services, Inc.",UHS,"Universal Health Services, Inc.",Active,Healthcare,,,Medical Care Facilities,Stock,Healthcare,Medical Care Facilities,Healthcare,Medical Care Facilities
DLTR,"Dollar Tree, Inc.",DLTR,"Dollar Tree, Inc.",Active,Consumer Defensive,,,Discount Stores,Stock,Consumer Defensive,Discount Stores,Consumer Defensive,Discount Stores
PAYC,"Paycom Software, Inc.",PAYC,"Paycom Software, Inc.",Active,Technology,,,Software - Application,Stock,Technology,Software - Application,Technology,Software - Application
REG,Regency Centers Corporation,REG,Regency Centers Corporation,Active,Real Estate,,,REIT - Retail,Stock,Real Estate,REIT - Retail,Real Estate,REIT - Retail
SMCI,"Super Micro Computer, Inc.",SMCI,"Super Micro Computer, Inc.",Active,Technology,,,Computer Hardware,Stock,Technology,Computer Hardware,Technology,Computer Hardware
JKHY,"Jack Henry & Associates, Inc.",JKHY,"Jack Henry & Associates, Inc.",Active,Technology,,,Information Technology Services,Stock,Technology,Information Technology Services,Technology,Information Technology Services
JNPR,"Juniper Networks, Inc.",JNPR,"Juniper Networks, Inc.",Active,Technology,,,Communication Equipment,Stock,Technology,Communication Equipment,Technology,Communication Equipment
RL,Ralph Lauren Corporation,RL,Ralph Lauren Corporation,Active,Consumer Cyclical,,,Apparel Manufacturing,Stock,Consumer Cyclical,Apparel Manufacturing,Consumer Cyclical,Apparel Manufacturing
SOLV,Solventum Corporation,SOLV,Solventum Corporation,Active,Healthcare,,,Health Information Services,Stock,Healthcare,Health Information Services,Healthcare,Health Information Services
DAY,"Dayforce, Inc.",DAY,Dayforce Inc,Active,Technology,,,Software - Application,Stock,Technology,Software - Application,Technology,Software - Application
APTV,Aptiv PLC,APTV,Aptiv PLC,Active,Consumer Cyclical,,,Auto Parts,Stock,Consumer Cyclical,Auto Parts,Consumer Cyclical,Auto Parts
CHRW,"C.H. Robinson Worldwide, Inc.",CHRW,"C.H. Robinson Worldwide, Inc.",Active,Industrials,,,Integrated Freight & Logistics,Stock,Industrials,Integrated Freight & Logistics,Industrials,Integrated Freight & Logistics
CPT,Camden Property Trust,CPT,Camden Property Trust,Active,Real Estate,,,REIT - Residential,Stock,Real Estate,REIT - Residential,Real Estate,REIT - Residential
SJM,The J.M. Smucker Company,SJM,The J. M. Smucker Company,Active,Consumer Defensive,,,Packaged Foods,Stock,Consumer Defensive,Packaged Foods,Consumer Defensive,Packaged Foods
ALLE,Allegion plc,ALLE,Allegion plc,Active,Industrials,,,Security & Protection Services,Stock,Industrials,Security & Protection Services,Industrials,Security & Protection Services
NCLH,Norwegian Cruise Line Holdings ,NCLH,Norwegian Cruise Line Holdings Ltd.,Active,Consumer Cyclical,,,Travel Services,Stock,Consumer Cyclical,Travel Services,Consumer Cyclical,Travel Services
DVA,DaVita Inc.,DVA,DaVita Inc.,Active,Healthcare,,,Medical Care Facilities,Stock,Healthcare,Medical Care Facilities,Healthcare,Medical Care Facilities
TECH,Bio-Techne Corp,TECH,Bio-Techne Corporation,Active,Healthcare,,,Biotechnology,Stock,Healthcare,Biotechnology,Healthcare,Biotechnology
EMN,Eastman Chemical Company,EMN,Eastman Chemical Company,Active,Basic Materials,,,Specialty Chemicals,Stock,Basic Materials,Specialty Chemicals,Basic Materials,Specialty Chemicals
BG,Bunge Limited,BG,Bunge Global SA,Active,Consumer Defensive,,,Farm Products,Stock,Consumer Defensive,Farm Products,Consumer Defensive,Farm Products
KMX,CarMax Inc,KMX,"CarMax, Inc.",Active,Consumer Cyclical,,,Auto & Truck Dealerships,Stock,Consumer Cyclical,Auto & Truck Dealerships,Consumer Cyclical,Auto & Truck Dealerships
TAP,Molson Coors Beverage Company,TAP,Molson Coors Beverage Company,Active,Consumer Defensive,,,Beverages - Brewers,Stock,Consumer Defensive,Beverages - Brewers,Consumer Defensive,Beverages - Brewers
TPR,"Tapestry, Inc.",TPR,"Tapestry, Inc.",Active,Consumer Cyclical,,,Luxury Goods,Stock,Consumer Cyclical,Luxury Goods,Consumer Cyclical,Luxury Goods
EPAM,"EPAM Systems, Inc.",EPAM,"EPAM Systems, Inc.",Active,Technology,,,Information Technology Services,Stock,Technology,Information Technology Services,Technology,Information Technology Services
LW,"Lamb Weston Holdings, Inc.",LW,"Lamb Weston Holdings, Inc.",Active,Consumer Defensive,,,Packaged Foods,Stock,Consumer Defensive,Packaged Foods,Consumer Defensive,Packaged Foods
ALB,Albemarle Corporation,ALB,Albemarle Corporation,Active,Basic Materials,,,Specialty Chemicals,Stock,Basic Materials,Specialty Chemicals,Basic Materials,Specialty Chemicals
IPG,"Interpublic Group of Companies,",IPG,"The Interpublic Group of Companies, Inc.",Active,Communication Services,,,Advertising Agencies,Stock,Communication Services,Advertising Agencies,Communication Services,Advertising Agencies
BEN,"Franklin Resources, Inc.",BEN,"Franklin Resources, Inc.",Active,Financial Services,,,Asset Management,Stock,Financial Services,Asset Management,Financial Services,Asset Management
MGM,MGM Resorts International,MGM,MGM Resorts International,Active,Consumer Cyclical,,,Resorts & Casinos,Stock,Consumer Cyclical,Resorts & Casinos,Consumer Cyclical,Resorts & Casinos
CRL,Charles River Laboratories Inte,CRL,"Charles River Laboratories International, Inc.",Active,Healthcare,,,Diagnostics & Research,Stock,Healthcare,Diagnostics & Research,Healthcare,Diagnostics & Research
AOS,A.O. Smith Corporation,AOS,A. O. Smith Corporation,Active,Industrials,,,Specialty Industrial Machinery,Stock,Industrials,Specialty Industrial Machinery,Industrials,Specialty Industrial Machinery
GNRC,Generac Holdlings Inc.,GNRC,Generac Holdings Inc.,Active,Industrials,,,Specialty Industrial Machinery,Stock,Industrials,Specialty Industrial Machinery,Industrials,Specialty Industrial Machinery
CTLT,"Catalent, Inc.",CTLT,"Catalent, Inc.",Active,Healthcare,,,Drug Manufacturers - Specialty & Generic,Stock,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,Drug Manufacturers - Specialty & Generic
AIZ,"Assurant, Inc.",AIZ,"Assurant, Inc.",Active,Financial Services,,,Insurance - Property & Casualty,Stock,Financial Services,Insurance - Property & Casualty,Financial Services,Insurance - Property & Casualty
MKTX,"MarketAxess Holdings, Inc.",MKTX,MarketAxess Holdings Inc.,Active,Financial Services,,,Capital Markets,Stock,Financial Services,Capital Markets,Financial Services,Capital Markets
PNW,Pinnacle West Capital Corporati,PNW,Pinnacle West Capital Corporation,Active,Utilities,,,Utilities - Regulated Electric,Stock,Utilities,Utilities - Regulated Electric,Utilities,Utilities - Regulated Electric
ENPH,"Enphase Energy, Inc.",ENPH,"Enphase Energy, Inc.",Active,Technology,,,Solar,Stock,Technology,Solar,Technology,Solar
CE,Celanese Corporation,CE,Celanese Corporation,Active,Basic Materials,,,Chemicals,Stock,Basic Materials,Chemicals,Basic Materials,Chemicals
AES,The AES Corporation,AES,The AES Corporation,Active,Utilities,,,Utilities - Diversified,Stock,Utilities,Utilities - Diversified,Utilities,Utilities - Diversified
GL,Globe Life Inc.,GL,Globe Life Inc.,Active,Financial Services,,,Insurance - Life,Stock,Financial Services,Insurance - Life,Financial Services,Insurance - Life
LKQ,LKQ Corporation,LKQ,LKQ Corporation,Active,Consumer Cyclical,,,Auto Parts,Stock,Consumer Cyclical,Auto Parts,Consumer Cyclical,Auto Parts
MTCH,"Match Group, Inc.",MTCH,"Match Group, Inc.",Active,Communication Services,,,Internet Content & Information,Stock,Communication Services,Internet Content & Information,Communication Services,Internet Content & Information
FRT,Federal Realty Investment Trust,FRT,Federal Realty Investment Trust,Active,Real Estate,,,REIT - Retail,Stock,Real Estate,REIT - Retail,Real Estate,REIT - Retail
TFX,Teleflex Incorporated,TFX,Teleflex Incorporated,Active,Healthcare,,,Medical Instruments & Supplies,Stock,Healthcare,Medical Instruments & Supplies,Healthcare,Medical Instruments & Supplies
WYNN,"Wynn Resorts, Limited",WYNN,"Wynn Resorts, Limited",Active,Consumer Cyclical,,,Resorts & Casinos,Stock,Consumer Cyclical,Resorts & Casinos,Consumer Cyclical,Resorts & Casinos
MHK,"Mohawk Industries, Inc.",MHK,"Mohawk Industries, Inc.",Active,Consumer Cyclical,,,"Furnishings, Fixtures & Appliances",Stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
APA,APA Corporation,APA,APA Corporation,Active,Energy,,,Oil & Gas E&P,Stock,Energy,Oil & Gas E&P,Energy,Oil & Gas E&P
HSIC,"Henry Schein, Inc.",HSIC,"Henry Schein, Inc.",Active,Healthcare,,,Medical Distribution,Stock,Healthcare,Medical Distribution,Healthcare,Medical Distribution
HAS,"Hasbro, Inc.",HAS,"Hasbro, Inc.",Active,Consumer Cyclical,,,Leisure,Stock,Consumer Cyclical,Leisure,Consumer Cyclical,Leisure
MOS,Mosaic Company (The),MOS,The Mosaic Company,Active,Basic Materials,,,Agricultural Inputs,Stock,Basic Materials,Agricultural Inputs,Basic Materials,Agricultural Inputs
CZR,"Caesars Entertainment, Inc.",CZR,"Caesars Entertainment, Inc.",Active,Consumer Cyclical,,,Resorts & Casinos,Stock,Consumer Cyclical,Resorts & Casinos,Consumer Cyclical,Resorts & Casinos
IVZ,Invesco Ltd,IVZ,Invesco Ltd.,Active,Financial Services,,,Asset Management,Stock,Financial Services,Asset Management,Financial Services,Asset Management
PARA,Paramount Global,PARA,Paramount Global,Active,Communication Services,,,Entertainment,Stock,Communication Services,Entertainment,Communication Services,Entertainment
WBA,"Walgreens Boots Alliance, Inc.",WBA,"Walgreens Boots Alliance, Inc.",Active,Healthcare,,,Pharmaceutical Retailers,Stock,Healthcare,Pharmaceutical Retailers,Healthcare,Pharmaceutical Retailers
HII,"Huntington Ingalls Industries, ",HII,"Huntington Ingalls Industries, Inc.",Active,Industrials,,,Aerospace & Defense,Stock,Industrials,Aerospace & Defense,Industrials,Aerospace & Defense
BWA,BorgWarner Inc.,BWA,BorgWarner Inc.,Active,Consumer Cyclical,,,Auto Parts,Stock,Consumer Cyclical,Auto Parts,Consumer Cyclical,Auto Parts
FMC,FMC Corporation,FMC,FMC Corporation,Active,Basic Materials,,,Agricultural Inputs,Stock,Basic Materials,Agricultural Inputs,Basic Materials,Agricultural Inputs
AMTM,"Amentum Holdings, Inc.",AMTM,"Amentum Holdings, Inc.",Active,Industrials,,,Specialty Business Services,Stock,Industrials,Specialty Business Services,Industrials,Specialty Business Services
QRVO,"Qorvo, Inc.",QRVO,"Qorvo, Inc.",Active,Technology,,,Semiconductors,Stock,Technology,Semiconductors,Technology,Semiconductors
